Locations,Total Cases,Rate,collect_time,Deaths,Death_rate
Unincorporated - Wiseburn,10,165.92,2020/5/18,,
#NAME?,1692,,2020/5/18,,
City of Agoura Hills,33,158.02,2020/5/19,,
City of Alhambra,153,176.42,2020/5/19,,
City of Arcadia,66,114.28,2020/5/19,,
City of Artesia,21,125.04,2020/5/19,,
City of Avalon,0,0,2020/5/19,,
City of Azusa,121,241.81,2020/5/19,,
City of Baldwin Park,207,269.64,2020/5/19,,
City of Bell,198,544.97,2020/5/19,,
City of Bell Gardens,171,397.02,2020/5/19,,
City of Bellflower,260,334.47,2020/5/19,,
City of Beverly Hills,125,362.11,2020/5/19,,
City of Bradbury,2,187.09,2020/5/19,,
City of Burbank,356,332.15,2020/5/19,,
City of Calabasas,51,209.68,2020/5/19,,
City of Carson,351,374.02,2020/5/19,,
City of Cerritos,91,181.76,2020/5/19,,
City of Claremont,32,87.71,2020/5/19,,
City of Commerce,29,221.9,2020/5/19,,
City of Compton,387,387.37,2020/5/19,,
City of Covina,131,267.17,2020/5/19,,
City of Cudahy,127,521.62,2020/5/19,,
City of Culver City,129,323.59,2020/5/19,,
City of Diamond Bar,50,86.93,2020/5/19,,
City of Downey,449,392.95,2020/5/19,,
City of Duarte,96,436.05,2020/5/19,,
City of El Monte,341,290.78,2020/5/19,,
City of El Segundo,32,190.64,2020/5/19,,
City of Gardena,209,340.89,2020/5/19,,
City of Glendale,856,414.54,2020/5/19,,
City of Glendora,95,180.05,2020/5/19,,
City of Hawaiian Gardens,25,170.35,2020/5/19,,
City of Hawthorne,317,357.03,2020/5/19,,
City of Hermosa Beach,27,137.26,2020/5/19,,
City of Hidden Hills,1,52.91,2020/5/19,,
City of Huntington Park,284,477.44,2020/5/19,,
City of Industry,10,2288.33,2020/5/19,,
City of Inglewood,495,435.81,2020/5/19,,
City of Irwindale,4,274.16,2020/5/19,,
City of La Canada Flintridge,47,227.13,2020/5/19,,
City of La Habra Heights,8,146.65,2020/5/19,,
City of La Mirada,132,266.13,2020/5/19,,
City of La Puente,71,174.46,2020/5/19,,
City of La Verne,24,72.11,2020/5/19,,
City of Lakewood,138,171.72,2020/5/19,,
City of Lancaster*,489,302.66,2020/5/19,,
City of Lawndale,92,273.7,2020/5/19,,
City of Lomita,46,221.91,2020/5/19,,
City of Lynwood*,351,487.18,2020/5/19,,
City of Malibu,35,270.04,2020/5/19,,
City of Manhattan Beach,74,205.56,2020/5/19,,
City of Maywood,139,495.56,2020/5/19,,
City of Monrovia,126,324.74,2020/5/19,,
City of Montebello,271,420.97,2020/5/19,,
City of Monterey Park,120,192.73,2020/5/19,,
City of Norwalk,301,279.68,2020/5/19,,
City of Palmdale,585,368,2020/5/19,,
City of Palos Verdes Estates,42,310.6,2020/5/19,,
City of Paramount,210,374.85,2020/5/19,,
City of Pico Rivera,353,549.13,2020/5/19,,
City of Pomona,310,198.81,2020/5/19,,
City of Rancho Palos Verdes,81,189.49,2020/5/19,,
City of Redondo Beach,128,186.33,2020/5/19,,
City of Rolling Hills,2,103.09,2020/5/19,,
City of Rolling Hills Estates,13,160.24,2020/5/19,,
City of Rosemead,68,122.85,2020/5/19,,
City of San Dimas,39,112.99,2020/5/19,,
City of San Fernando,165,670.4,2020/5/19,,
City of San Gabriel,86,209.99,2020/5/19,,
City of San Marino,19,143.1,2020/5/19,,
City of Santa Clarita,594,269.48,2020/5/19,,
City of Santa Fe Springs,42,228.71,2020/5/19,,
City of Santa Monica,243,262.86,2020/5/19,,
City of Sierra Madre,8,72.8,2020/5/19,,
City of Signal Hill,18,152.58,2020/5/19,,
City of South El Monte,58,277.71,2020/5/19,,
City of South Gate,386,393.26,2020/5/19,,
City of South Pasadena,116,445.25,2020/5/19,,
City of Temple City,109,299,2020/5/19,,
City of Torrance,341,228.45,2020/5/19,,
City of Vernon,1,478.47,2020/5/19,,
City of Walnut,34,111.36,2020/5/19,,
City of West Covina,221,204.19,2020/5/19,,
City of West Hollywood,160,433.01,2020/5/19,,
City of Westlake Village,6,71.77,2020/5/19,,
City of Whittier,228,260.77,2020/5/19,,
Los Angeles,19020,470.26,2020/5/19,,
Los Angeles - Adams-Normandie,37,451.11,2020/5/19,,
Los Angeles - Alsace,41,329.45,2020/5/19,,
Los Angeles - Angeles National Forest,0,0,2020/5/19,,
Los Angeles - Angelino Heights,13,519.58,2020/5/19,,
Los Angeles - Arleta,208,605.18,2020/5/19,,
Los Angeles - Atwater Village,41,279.56,2020/5/19,,
Los Angeles - Baldwin Hills,136,436.95,2020/5/19,,
Los Angeles - Bel Air,32,379.64,2020/5/19,,
Los Angeles - Beverly Crest,36,287.43,2020/5/19,,
Los Angeles - Beverlywood,34,258.1,2020/5/19,,
Los Angeles - Boyle Heights*,443,509.88,2020/5/19,,
Los Angeles - Brentwood,74,239.06,2020/5/19,,
Los Angeles - Brookside,0,0,2020/5/19,,
Los Angeles - Cadillac-Corning,26,365.12,2020/5/19,,
Los Angeles - Canoga Park,431,660.14,2020/5/19,,
Los Angeles - Carthay,71,494.33,2020/5/19,,
Los Angeles - Central,254,651.42,2020/5/19,,
Los Angeles - Century City,31,242.34,2020/5/19,,
Los Angeles - Century Palms/Cove,163,482.73,2020/5/19,,
Los Angeles - Chatsworth,158,426.32,2020/5/19,,
Los Angeles - Cheviot Hills,19,207.17,2020/5/19,,
Los Angeles - Chinatown,15,187.01,2020/5/19,,
Los Angeles - Cloverdale/Cochran,52,357.31,2020/5/19,,
Los Angeles - Country Club Park,82,541.15,2020/5/19,,
Los Angeles - Crenshaw District,66,477.26,2020/5/19,,
Los Angeles - Crestview,78,686.14,2020/5/19,,
Los Angeles - Del Rey,63,210.45,2020/5/19,,
Los Angeles - Downtown*,104,378.09,2020/5/19,,
Los Angeles - Eagle Rock,142,358.69,2020/5/19,,
Los Angeles - East Hollywood,191,652.17,2020/5/19,,
Los Angeles - Echo Park,41,287.6,2020/5/19,,
Los Angeles - El Sereno,138,330.08,2020/5/19,,
Los Angeles - Elysian Park,13,227.59,2020/5/19,,
Los Angeles - Elysian Valley,40,393.27,2020/5/19,,
Los Angeles - Encino,114,252.37,2020/5/19,,
Los Angeles - Exposition,6,180.4,2020/5/19,,
Los Angeles - Exposition Park,206,458.62,2020/5/19,,
Los Angeles - Faircrest Heights,4,111.11,2020/5/19,,
Los Angeles - Figueroa Park Square,28,321.06,2020/5/19,,
Los Angeles - Florence-Firestone,271,571.19,2020/5/19,,
Los Angeles - Glassell Park,160,506.27,2020/5/19,,
Los Angeles - Gramercy Place,51,473.8,2020/5/19,,
Los Angeles - Granada Hills,228,391.81,2020/5/19,,
Los Angeles - Green Meadows,120,558.01,2020/5/19,,
Los Angeles - Hancock Park,73,428.43,2020/5/19,,
Los Angeles - Harbor City,68,233.92,2020/5/19,,
Los Angeles - Harbor Gateway,107,245.41,2020/5/19,,
Los Angeles - Harbor Pines,8,332.09,2020/5/19,,
Los Angeles - Harvard Heights,100,554.48,2020/5/19,,
Los Angeles - Harvard Park,220,579.94,2020/5/19,,
Los Angeles - Highland Park,150,309.97,2020/5/19,,
Los Angeles - Historic Filipinotown,103,742.61,2020/5/19,,
Los Angeles - Hollywood,236,345.77,2020/5/19,,
Los Angeles - Hollywood Hills,78,265,2020/5/19,,
Los Angeles - Hyde Park,116,406.43,2020/5/19,,
Los Angeles - Jefferson Park,34,421.16,2020/5/19,,
Los Angeles - Koreatown,217,419.79,2020/5/19,,
Los Angeles - Lafayette Square,15,329.02,2020/5/19,,
Los Angeles - Lake Balboa,157,371.99,2020/5/19,,
Los Angeles - Lakeview Terrace,89,677.68,2020/5/19,,
Los Angeles - Leimert Park,48,315.06,2020/5/19,,
Los Angeles - Lincoln Heights,185,567.54,2020/5/19,,
Los Angeles - Little Armenia,168,2093.46,2020/5/19,,
Los Angeles - Little Bangladesh,107,377.52,2020/5/19,,
Los Angeles - Little Tokyo,12,383.02,2020/5/19,,
Los Angeles - Longwood,17,394.98,2020/5/19,,
Los Angeles - Los Feliz,43,199,2020/5/19,,
Los Angeles - Manchester Square,18,210.87,2020/5/19,,
Los Angeles - Mandeville Canyon,1,32.01,2020/5/19,,
Los Angeles - Mar Vista,74,174.24,2020/5/19,,
Los Angeles - Marina Peninsula,9,206.42,2020/5/19,,
Los Angeles - Melrose,471,606.21,2020/5/19,,
Los Angeles - Mid-city,45,299.4,2020/5/19,,
Los Angeles - Miracle Mile,39,216.85,2020/5/19,,
Los Angeles - Mission Hills,123,509.87,2020/5/19,,
Los Angeles - Mt. Washington,73,302.34,2020/5/19,,
Los Angeles - North Hills,327,531.06,2020/5/19,,
Los Angeles - North Hollywood,567,374.45,2020/5/19,,
Los Angeles - Northridge,259,371.08,2020/5/19,,
Los Angeles - Pacific Palisades,45,211.36,2020/5/19,,
Los Angeles - Pacoima,551,715.78,2020/5/19,,
Los Angeles - Palisades Highlands,3,78,2020/5/19,,
Los Angeles - Palms,173,394.28,2020/5/19,,
Los Angeles - Panorama City,579,769.44,2020/5/19,,
Los Angeles - Park La Brea,17,125.18,2020/5/19,,
Los Angeles - Pico-Union,441,1053.96,2020/5/19,,
Los Angeles - Playa Del Rey,2,62.58,2020/5/19,,
Los Angeles - Playa Vista,22,200.97,2020/5/19,,
Los Angeles - Porter Ranch,78,219.18,2020/5/19,,
Los Angeles - Rancho Park,11,167.68,2020/5/19,,
Los Angeles - Regent Square,3,107.91,2020/5/19,,
Los Angeles - Reseda,417,544.27,2020/5/19,,
Los Angeles - Reseda Ranch,29,625.54,2020/5/19,,
Los Angeles - Reynier Village,10,236.52,2020/5/19,,
Los Angeles - San Pedro*,801,1026.42,2020/5/19,,
Los Angeles - Shadow Hills,10,225.12,2020/5/19,,
Los Angeles - Sherman Oaks,204,233.8,2020/5/19,,
Los Angeles - Silverlake,158,358.41,2020/5/19,,
Los Angeles - South Carthay,28,264.28,2020/5/19,,
Los Angeles - South Park,239,629.59,2020/5/19,,
Los Angeles - St Elmo Village,40,872.6,2020/5/19,,
Los Angeles - Studio City,69,307.49,2020/5/19,,
Los Angeles - Sun Valley,241,459.2,2020/5/19,,
Los Angeles - Sunland,120,588,2020/5/19,,
Los Angeles - Sycamore Square,1,154.56,2020/5/19,,
Los Angeles - Sylmar*,619,751.23,2020/5/19,,
Los Angeles - Tarzana,113,365.98,2020/5/19,,
Los Angeles - Temple-Beaudry,247,625.6,2020/5/19,,
Los Angeles - Thai Town,25,254.87,2020/5/19,,
Los Angeles - Toluca Lake,16,183.82,2020/5/19,,
Los Angeles - Toluca Terrace,4,306.28,2020/5/19,,
Los Angeles - Toluca Woods,3,161.46,2020/5/19,,
Los Angeles - Tujunga,100,359.58,2020/5/19,,
Los Angeles - University Hills,10,291.63,2020/5/19,,
Los Angeles - University Park,135,491.7,2020/5/19,,
Los Angeles - Valley Glen,110,366.47,2020/5/19,,
Los Angeles - Valley Village,182,736.25,2020/5/19,,
Los Angeles - Van Nuys,570,611.63,2020/5/19,,
Los Angeles - Venice,61,180.02,2020/5/19,,
Los Angeles - Vermont Knolls,112,651.16,2020/5/19,,
Los Angeles - Vermont Square,70,914.2,2020/5/19,,
Los Angeles - Vermont Vista,238,577.87,2020/5/19,,
Los Angeles - Vernon Central,410,788.49,2020/5/19,,
Los Angeles - Victoria Park,47,559.59,2020/5/19,,
Los Angeles - View Heights,8,216.57,2020/5/19,,
Los Angeles - Watts,183,428.83,2020/5/19,,
Los Angeles - Wellington Square,19,386.57,2020/5/19,,
Los Angeles - West Adams,168,608.03,2020/5/19,,
Los Angeles - West Hills,117,288.57,2020/5/19,,
Los Angeles - West Los Angeles,66,175.36,2020/5/19,,
Los Angeles - West Vernon,357,665.5,2020/5/19,,
Los Angeles - Westchester,85,164.72,2020/5/19,,
Los Angeles - Westlake,529,891.25,2020/5/19,,
Los Angeles - Westwood,61,112.74,2020/5/19,,
Los Angeles - Wholesale District*,459,1270.45,2020/5/19,,
Los Angeles - Wilmington,161,285.02,2020/5/19,,
Los Angeles - Wilshire Center,189,376.72,2020/5/19,,
Los Angeles - Winnetka,240,463.45,2020/5/19,,
Los Angeles - Woodland Hills,146,214.53,2020/5/19,,
Unincorporated - Acton,10,125.45,2020/5/19,,
Unincorporated - Agua Dulce,4,96.2,2020/5/19,,
Unincorporated - Altadena,126,288.86,2020/5/19,,
Unincorporated - Anaverde,1,66.31,2020/5/19,,
Unincorporated - Angeles National Forest,0,0,2020/5/19,,
Unincorporated - Arcadia,6,75.18,2020/5/19,,
Unincorporated - Athens-Westmont,177,417.04,2020/5/19,,
Unincorporated - Athens Village,22,449.25,2020/5/19,,
Unincorporated - Avocado Heights,15,221.4,2020/5/19,,
Unincorporated - Azusa,41,257.49,2020/5/19,,
Unincorporated - Bassett,55,371.2,2020/5/19,,
Unincorporated - Bouquet Canyon,0,0,2020/5/19,,
Unincorporated - Bradbury,0,0,2020/5/19,,
Unincorporated - Canyon Country,33,427.02,2020/5/19,,
Unincorporated - Castaic*,280,1029.75,2020/5/19,,
Unincorporated - Cerritos,0,0,2020/5/19,,
Unincorporated - Charter Oak,0,0,2020/5/19,,
Unincorporated - Claremont,0,0,2020/5/19,,
Unincorporated - Covina,47,279.45,2020/5/19,,
Unincorporated - Covina (Charter Oak),32,243.46,2020/5/19,,
Unincorporated - Del Aire,12,273.16,2020/5/19,,
Unincorporated - Del Rey,0,0,2020/5/19,,
Unincorporated - Del Sur,2,82.82,2020/5/19,,
Unincorporated - Desert View Highlands,5,200.56,2020/5/19,,
Unincorporated - Duarte,14,316.17,2020/5/19,,
Unincorporated - East Covina,0,0,2020/5/19,,
Unincorporated - East La Mirada,10,188.96,2020/5/19,,
Unincorporated - East Lancaster,0,0,2020/5/19,,
Unincorporated - East Los Angeles,598,477.37,2020/5/19,,
Unincorporated - East Pasadena,3,46.85,2020/5/19,,
Unincorporated - East Rancho Dominguez,34,222.11,2020/5/19,,
Unincorporated - East Whittier,7,131.93,2020/5/19,,
Unincorporated - El Camino Village,17,193.38,2020/5/19,,
Unincorporated - El Monte,0,0,2020/5/19,,
Unincorporated - Elizabeth Lake,3,180.61,2020/5/19,,
Unincorporated - Florence-Firestone,391,604.28,2020/5/19,,
Unincorporated - Franklin Canyon,0,0,2020/5/19,,
Unincorporated - Glendora,2,303.03,2020/5/19,,
Unincorporated - Hacienda Heights,93,166.29,2020/5/19,,
Unincorporated - Harbor Gateway,0,0,2020/5/19,,
Unincorporated - Hawthorne,5,198.89,2020/5/19,,
Unincorporated - Hi Vista,0,0,2020/5/19,,
Unincorporated - Kagel/Lopez Canyons,4,283.29,2020/5/19,,
Unincorporated - La Crescenta-Montrose,26,131.31,2020/5/19,,
Unincorporated - La Habra Heights,0,0,2020/5/19,,
Unincorporated - La Rambla,7,337.35,2020/5/19,,
Unincorporated - La Verne,3,147.06,2020/5/19,,
Unincorporated - Ladera Heights,18,254.56,2020/5/19,,
Unincorporated - Lake Hughes,0,0,2020/5/19,,
Unincorporated - Lake Los Angeles,27,207.79,2020/5/19,,
Unincorporated - Lake Manor,3,182.59,2020/5/19,,
Unincorporated - Lakewood,0,0,2020/5/19,,
Unincorporated - Lennox,84,372.64,2020/5/19,,
Unincorporated - Leona Valley,2,114.22,2020/5/19,,
Unincorporated - Littlerock,14,348.17,2020/5/19,,
Unincorporated - Littlerock/Juniper Hills,2,154.2,2020/5/19,,
Unincorporated - Littlerock/Pearblossom,15,420.29,2020/5/19,,
Unincorporated - Llano,1,114.03,2020/5/19,,
Unincorporated - Marina del Rey,14,148.76,2020/5/19,,
Unincorporated - Miracle Mile,0,0,2020/5/19,,
Unincorporated - Monrovia,17,438.03,2020/5/19,,
Unincorporated - Newhall,0,0,2020/5/19,,
Unincorporated - North Lancaster,4,333.89,2020/5/19,,
Unincorporated - North Whittier,10,119.62,2020/5/19,,
Unincorporated - Northeast San Gabriel,32,133.13,2020/5/19,,
Unincorporated - Palmdale,4,475.06,2020/5/19,,
Unincorporated - Palos Verdes Peninsula,0,0,2020/5/19,,
Unincorporated - Pearblossom/Llano,2,102.25,2020/5/19,,
Unincorporated - Pellissier Village,0,0,2020/5/19,,
Unincorporated - Placerita Canyon,0,0,2020/5/19,,
Unincorporated - Pomona,1,51.6,2020/5/19,,
Unincorporated - Quartz Hill,31,240.2,2020/5/19,,
Unincorporated - Rancho Dominguez,13,488.54,2020/5/19,,
Unincorporated - Roosevelt,0,0,2020/5/19,,
Unincorporated - Rosewood,5,388.8,2020/5/19,,
Unincorporated - Rosewood/East Gardena,0,0,2020/5/19,,
Unincorporated - Rosewood/West Rancho Dominguez,15,446.3,2020/5/19,,
Unincorporated - Rowland Heights,90,176.39,2020/5/19,,
Unincorporated - San Clemente Island,0,0,2020/5/19,,
Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0,2020/5/19,,
Unincorporated - San Jose Hills,43,212.65,2020/5/19,,
Unincorporated - San Pasqual,1,49.14,2020/5/19,,
Unincorporated - Sand Canyon,0,0,2020/5/19,,
Unincorporated - Santa Catalina Island,2,749.06,2020/5/19,,
Unincorporated - Santa Monica Mountains,20,107.41,2020/5/19,,
Unincorporated - Saugus,4,2580.65,2020/5/19,,
Unincorporated - Saugus/Canyon Country,0,0,2020/5/19,,
Unincorporated - South Antelope Valley,0,0,2020/5/19,,
Unincorporated - South El Monte,3,167.13,2020/5/19,,
Unincorporated - South San Gabriel,26,293.85,2020/5/19,,
Unincorporated - South Whittier,114,192.5,2020/5/19,,
Unincorporated - Southeast Antelope Valley,0,0,2020/5/19,,
Unincorporated - Stevenson Ranch,28,133.55,2020/5/19,,
Unincorporated - Sun Village,10,165.67,2020/5/19,,
Unincorporated - Sunrise Village,2,154.32,2020/5/19,,
Unincorporated - Twin Lakes/Oat Mountain,4,241.25,2020/5/19,,
Unincorporated - Val Verde,15,453.31,2020/5/19,,
Unincorporated - Valencia,7,227.86,2020/5/19,,
Unincorporated - Valinda,53,226.78,2020/5/19,,
Unincorporated - View Park/Windsor Hills,31,266.44,2020/5/19,,
Unincorporated - Walnut Park,79,489.38,2020/5/19,,
Unincorporated - West Antelope Valley,2,132.36,2020/5/19,,
Unincorporated - West Carson,88,398.44,2020/5/19,,
Unincorporated - West Chatsworth,0,0,2020/5/19,,
Unincorporated - West LA,21,2205.88,2020/5/19,,
Unincorporated - West Puente Valley,33,335.54,2020/5/19,,
Unincorporated - West Rancho Dominguez,5,367.92,2020/5/19,,
Unincorporated - West Whittier/Los Nietos,88,326.83,2020/5/19,,
Unincorporated - Westfield/Academy Hills,0,0,2020/5/19,,
Unincorporated - Westhills,0,0,2020/5/19,,
Unincorporated - White Fence Farms,3,81.46,2020/5/19,,
Unincorporated - Whittier,10,264.27,2020/5/19,,
Unincorporated - Whittier Narrows,0,0,2020/5/19,,
Unincorporated - Willowbrook,124,355.17,2020/5/19,,
Unincorporated - Wiseburn,11,182.51,2020/5/19,,
#NAME?,1818,,2020/5/19,,
City of Agoura Hills,33,158.02,2020/5/20,,
City of Alhambra,158,182.19,2020/5/20,,
City of Arcadia,68,117.74,2020/5/20,,
City of Artesia,21,125.04,2020/5/20,,
City of Avalon,0,0,2020/5/20,,
City of Azusa,128,255.8,2020/5/20,,
City of Baldwin Park,214,278.76,2020/5/20,,
City of Bell,222,611.03,2020/5/20,,
City of Bell Gardens,185,429.52,2020/5/20,,
City of Bellflower,280,360.2,2020/5/20,,
City of Beverly Hills,125,362.11,2020/5/20,,
City of Bradbury,2,187.09,2020/5/20,,
City of Burbank,360,335.88,2020/5/20,,
City of Calabasas,52,213.79,2020/5/20,,
City of Carson,359,382.54,2020/5/20,,
City of Cerritos,97,193.74,2020/5/20,,
City of Claremont,33,90.45,2020/5/20,,
City of Commerce,37,283.11,2020/5/20,,
City of Compton,405,405.39,2020/5/20,,
City of Covina,132,269.21,2020/5/20,,
City of Cudahy,139,570.91,2020/5/20,,
City of Culver City,130,326.1,2020/5/20,,
City of Diamond Bar,52,90.41,2020/5/20,,
City of Downey,472,413.08,2020/5/20,,
City of Duarte,98,445.13,2020/5/20,,
City of El Monte,359,306.13,2020/5/20,,
City of El Segundo,32,190.64,2020/5/20,,
City of Gardena,212,345.78,2020/5/20,,
City of Glendale,869,420.84,2020/5/20,,
City of Glendora,103,195.21,2020/5/20,,
City of Hawaiian Gardens,27,183.97,2020/5/20,,
City of Hawthorne,329,370.55,2020/5/20,,
City of Hermosa Beach,28,142.35,2020/5/20,,
City of Hidden Hills,1,52.91,2020/5/20,,
City of Huntington Park,320,537.96,2020/5/20,,
City of Industry,11,2517.16,2020/5/20,,
City of Inglewood,503,442.85,2020/5/20,,
City of Irwindale,4,274.16,2020/5/20,,
City of La Canada Flintridge,48,231.96,2020/5/20,,
City of La Habra Heights,8,146.65,2020/5/20,,
City of La Mirada,138,278.23,2020/5/20,,
City of La Puente,77,189.2,2020/5/20,,
City of La Verne,25,75.12,2020/5/20,,
City of Lakewood,144,179.19,2020/5/20,,
City of Lancaster*,496,306.99,2020/5/20,,
City of Lawndale,93,276.67,2020/5/20,,
City of Lomita,46,221.91,2020/5/20,,
City of Lynwood*,375,520.49,2020/5/20,,
City of Malibu,35,270.04,2020/5/20,,
City of Manhattan Beach,74,205.56,2020/5/20,,
City of Maywood,152,541.91,2020/5/20,,
City of Monrovia,128,329.9,2020/5/20,,
City of Montebello,293,455.15,2020/5/20,,
City of Monterey Park,122,195.95,2020/5/20,,
City of Norwalk,310,288.05,2020/5/20,,
City of Palmdale,588,369.89,2020/5/20,,
City of Palos Verdes Estates,42,310.6,2020/5/20,,
City of Paramount,228,406.98,2020/5/20,,
City of Pico Rivera,369,574.02,2020/5/20,,
City of Pomona,319,204.58,2020/5/20,,
City of Rancho Palos Verdes,81,189.49,2020/5/20,,
City of Redondo Beach,128,186.33,2020/5/20,,
City of Rolling Hills,2,103.09,2020/5/20,,
City of Rolling Hills Estates,13,160.24,2020/5/20,,
City of Rosemead,70,126.47,2020/5/20,,
City of San Dimas,39,112.99,2020/5/20,,
City of San Fernando,168,682.59,2020/5/20,,
City of San Gabriel,88,214.88,2020/5/20,,
City of San Marino,20,150.64,2020/5/20,,
City of Santa Clarita,609,276.29,2020/5/20,,
City of Santa Fe Springs,47,255.94,2020/5/20,,
City of Santa Monica,244,263.94,2020/5/20,,
City of Sierra Madre,9,81.9,2020/5/20,,
City of Signal Hill,18,152.58,2020/5/20,,
City of South El Monte,64,306.44,2020/5/20,,
City of South Gate,416,423.82,2020/5/20,,
City of South Pasadena,117,449.08,2020/5/20,,
City of Temple City,110,301.74,2020/5/20,,
City of Torrance,345,231.13,2020/5/20,,
City of Vernon,1,478.47,2020/5/20,,
City of Walnut,35,114.63,2020/5/20,,
City of West Covina,238,219.89,2020/5/20,,
City of West Hollywood,163,441.12,2020/5/20,,
